Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.78
Cabeza puntual retorno,Cu 324.75,0.809
Celda #(F1+F2),Cu 324.75,0.894
Puntual Noroeste,Cu 324.75,0.485
Tubo 3,Cu 324.75,0.055
NE Tubo 2,Cu 324.75,0.475
NE Tubo 4,Cu 324.75,0.093
Especial 1,Cu 324.75,0.065
Especial 2,Cu 324.75,0.123
Especial 3,Cu 324.75,0.093
Especial 4,Cu 324.75,0.094
Especial 5,Cu 324.75,0.819
Comp. Cola Columna,Cu 324.75,0.323
Barren,Cu 324.75,0.879
Barren Patios,Cu 324.75,0.804
NE Tubo 1,Cu 324.75,0.764
NE Tubo 5,Cu 324.75,0.047
NE Tubo 6,Cu 324.75,0.118
NE Tubo 7,Cu 324.75,0.733
Celda # 11-A,Cu 324.75,0.127
Celda # 11-B,Cu 324.75,0.124
Celda # 11-C,Cu 324.75,0.203
Celda # 6-F2,Cu 324.75,1.098
Celda #5-9,Cu 324.75,0.038
