Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.952
Comp. Cola Columna,Cu 324.75,1.489
Barren,Cu 324.75,1.86
Cabeza puntual retorno,Cu 324.75,1.904
Celda # 11-A,Cu 324.75,3.905
Celda # 11-B,Cu 324.75,22.73
Celda # 11-C,Cu 324.75,14.99
Celda # 6-F2,Cu 324.75,2.26
Celda #5-9,Cu 324.75,0.017
Celda #(F1+F2),Cu 324.75,0.835
NE Tubo 1,Cu 324.75,12.08
NE Tubo 2,Cu 324.75,0.617
NE Tubo 4,Cu 324.75,0.728
NE Tubo 5,Cu 324.75,0.18
NE Tubo 6,Cu 324.75,0.407
NE Tubo 7,Cu 324.75,1.024
Puntual Noroeste,Cu 324.75,0.747
Barren Patios,Cu 324.75,2.333
Tubo 3,Cu 324.75,1.006
Especial 1,Cu 324.75,0.052
Especial 2,Cu 324.75,0.043
Especial 3,Cu 324.75,0.056
Especial 4,Cu 324.75,0.161
Especial 5,Cu 324.75,0.057
Especial 6,Cu 324.75,0.038
