Sample ID,Analyte Name,Reported Conc (Samp)
LC-047,Fe,0.754
LC-048,Fe,0.555
LC-049,Fe,0.042
LC-047,Cu ,15.39
LC-048,Cu ,14.56
LC-049,Cu ,14.97
