Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.043
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.043
Columna #1,Au 242.80,0.042
Columna #2,Au 242.80,0.029
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.011
Columna #5,Au 242.80,0.001
Celda # 11-A,Au 242.80,0.057
Celda # 11-B,Au 242.80,0.012
Celda # 11-C,Au 242.80,0.018
Celda #5-9,Au 242.80,0.021
Celda #(F1+F2),Au 242.80,0.049
NE Tubo 1,Au 242.80,0.009
NE Tubo 2,Au 242.80,0.034
NE Tubo 4,Au 242.80,0.018
NE Tubo 5,Au 242.80,0.002
NE Tubo 6,Au 242.80,0.047
NE Tubo 7,Au 242.80,0.125
Puntual Noroeste,Au 242.80,0.05
Barren Patios,Au 242.80,0.017
Tubo 3,Au 242.80,0.075
Especial 1,Au 242.80,0.139
Especial 2,Au 242.80,0.164
Especial 3,Au 242.80,0.037
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.132
Especial 6,Au 242.80,0.002
