Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.771
Cabeza puntual retorno,Cu 324.75,0.645
Celda #(F1+F2),Cu 324.75,0.662
Puntual Noroeste,Cu 324.75,0.859
Tubo 3,Cu 324.75,0.177
NE Tubo 2,Cu 324.75,0.049
NE Tubo 4,Cu 324.75,1.189
Especial 1,Cu 324.75,0.044
Especial 2,Cu 324.75,0.058
Especial 3,Cu 324.75,0.063
Especial 4,Cu 324.75,0.074
Especial 5,Cu 324.75,0.648
Comp. Cola Columna,Cu 324.75,0.848
Barren,Cu 324.75,0.867
Barren Patios,Cu 324.75,0.769
NE Tubo 1,Cu 324.75,0.048
NE Tubo 5,Cu 324.75,0.348
NE Tubo 6,Cu 324.75,1.761
NE Tubo 7,Cu 324.75,1.399
Celda # 11-A,Cu 324.75,0.061
Celda # 11-B,Cu 324.75,0.965
Celda # 11-C,Cu 324.75,1.541
Celda # 6-F2,Cu 324.75,0.029
Celda #5-9,Cu 324.75,1.793
