Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.451
Cabeza puntual retorno,Cu 324.75,0.402
Celda #(F1+F2),Cu 324.75,0.064
Puntual Noroeste,Cu 324.75,0.149
Tubo 3,Cu 324.75,0.109
Comp. Cola Columna,Cu 324.75,0.362
Barren,Cu 324.75,0.425
Celda # 11-A,Cu 324.75,0.333
Celda # 11-B,Cu 324.75,0.266
Celda # 11-C,Cu 324.75,0.113
Celda #5-9,Cu 324.75,0.661
NE Tubo 1,Cu 324.75,0.043
NE Tubo 2,Cu 324.75,0.090
NE Tubo 4,Cu 324.75,0.087
NE Tubo 5,Cu 324.75,0.035
NE Tubo 6,Cu 324.75,0.029
NE Tubo 7,Cu 324.75,0.244
Barren Patios,Cu 324.75,0.358
Especial 1,Cu 324.75,1.946
Especial 2,Cu 324.75,0.162
Especial 3,Cu 324.75,0.123
Especial 4,Cu 324.75,0.104
Especial 5,Cu 324.75,0.110
Columna #1,Cu 324.75,0.358
Columna #2,Cu 324.75,0.353
Columna #3,Cu 324.75,0.342
Columna #4,Cu 324.75,0.346
Columna #5,Cu 324.75,0.324
