Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.252
Comp. Cola Columna,Cu 324.75,1.185
Barren,Cu 324.75,1.243
Cabeza puntual retorno,Cu 324.75,1.253
Celda # 11-A,Cu 324.75,0.166
Celda # 11-B,Cu 324.75,0.069
Celda # 11-C,Cu 324.75,0.037
Celda # 6-F2,Cu 324.75,0.012
Celda #5-9,Cu 324.75,0.671
Celda #(F1+F2),Cu 324.75,1.78
NE Tubo 1,Cu 324.75,0.029
NE Tubo 2,Cu 324.75,0.169
NE Tubo 4,Cu 324.75,0.034
NE Tubo 5,Cu 324.75,1.391
NE Tubo 6,Cu 324.75,7.224
NE Tubo 7,Cu 324.75,2.712
Puntual Noroeste,Cu 324.75,1.851
Barren Patios,Cu 324.75,1.286
Tubo 3,Cu 324.75,1.508
Especial 1,Cu 324.75,0.098
Especial 2,Cu 324.75,0.043
Especial 3,Cu 324.75,0.121
Especial 4,Cu 324.75,0.155
Especial 5,Cu 324.75,0.1
Especial 6,Cu 324.75,0.022
