Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.614
Comp. Cola Columna,Cu 324.75,0.346
Barren,Cu 324.75,0.429
Cabeza puntual retorno,Cu 324.75,0.654
Celda # 11-A,Cu 324.75,0.166
Celda # 11-B,Cu 324.75,0.092
Celda # 11-C,Cu 324.75,0.055
Celda #5-9,Cu 324.75,0.045
Celda #(F1+F2),Cu 324.75,0.719
NE Tubo 1,Cu 324.75,0.045
NE Tubo 2,Cu 324.75,0.734
NE Tubo 4,Cu 324.75,0.769
NE Tubo 5,Cu 324.75,0.323
NE Tubo 6,Cu 324.75,0.587
NE Tubo 7,Cu 324.75,0.552
Puntual Noroeste,Cu 324.75,0.785
Barren Patios,Cu 324.75,0.352
Tubo 3,Cu 324.75,0.914
Especial 1,Cu 324.75,0.07
Especial 2,Cu 324.75,0.024
Especial 3,Cu 324.75,0.155
Especial 4,Cu 324.75,0.153
Especial 5,Cu 324.75,0.045
Columna #1,Cu 324.75,0.588
Columna #2,Cu 324.75,0.513
Columna #3,Cu 324.75,0.451
Columna #4,Cu 324.75,0.328
Columna #5,Cu 324.75,0.301
