Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.333
Cabeza puntual retorno,Cu 324.75,0.344
Celda #(F1+F2),Cu 324.75,0.238
Puntual Noroeste,Cu 324.75,0.192
Tubo 3,Cu 324.75,0.104
NE Tubo 2,Cu 324.75,1.365
NE Tubo 4,Cu 324.75,0.054
Especial 1,Cu 324.75,0.04
Especial 2,Cu 324.75,0.027
Especial 3,Cu 324.75,0.083
Especial 4,Cu 324.75,0.065
Especial 5,Cu 324.75,2.804
Comp. Cola Columna,Cu 324.75,0.329
Barren,Cu 324.75,0.355
Barren Patios,Cu 324.75,0.353
NE Tubo 1,Cu 324.75,0.035
NE Tubo 5,Cu 324.75,0.037
NE Tubo 6,Cu 324.75,0.017
NE Tubo 7,Cu 324.75,0.28
Celda # 11-A,Cu 324.75,0.217
Celda # 11-B,Cu 324.75,1.008
Celda # 11-C,Cu 324.75,0.435
Celda # 6-F2,Cu 324.75,0.302
Celda #5-9,Cu 324.75,0.192
