Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.759
Cabeza puntual retorno,Cu 324.75,0.675
Celda #(F1+F2),Cu 324.75,0.667
Puntual Noroeste,Cu 324.75,0.652
Tubo 3,Cu 324.75,0.524
Comp. Cola Columna,Cu 324.75,0.620
Barren,Cu 324.75,0.691
Celda # 11-A,Cu 324.75,0.540
Celda # 11-B,Cu 324.75,0.049
Celda # 11-C,Cu 324.75,0.107
Celda #5-9,Cu 324.75,0.836
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.485
NE Tubo 4,Cu 324.75,0.497
NE Tubo 5,Cu 324.75,0.028
NE Tubo 6,Cu 324.75,0.002
NE Tubo 7,Cu 324.75,2.116
Barren Patios,Cu 324.75,0.722
Especial 1,Cu 324.75,0.160
Especial 2,Cu 324.75,0.062
Especial 3,Cu 324.75,0.010
Especial 4,Cu 324.75,0.034
Especial 5,Cu 324.75,0.085
Columna #1,Cu 324.75,0.626
Columna #2,Cu 324.75,0.645
Columna #3,Cu 324.75,0.659
Columna #4,Cu 324.75,0.638
Columna #5,Cu 324.75,0.633
