Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,4.512
Cabeza puntual retorno,Cu 324.75,4.579
Celda #(F1+F2),Cu 324.75,5.207
Puntual Noroeste,Cu 324.75,5.580
Tubo 3,Cu 324.75,8.449
Comp. Cola Columna,Cu 324.75,4.440
Barren,Cu 324.75,4.407
Celda # 11-A,Cu 324.75,0.329
Celda # 11-B,Cu 324.75,0.194
Celda # 11-C,Cu 324.75,1.049
Celda # 6-F2,Cu 324.75,0.148
Celda #5-9,Cu 324.75,8.238
NE Tubo 1,Cu 324.75,0.287
NE Tubo 2,Cu 324.75,0.150
NE Tubo 4,Cu 324.75,0.119
NE Tubo 5,Cu 324.75,0.123
NE Tubo 6,Cu 324.75,0.121
NE Tubo 7,Cu 324.75,0.512
Barren Patios,Cu 324.75,3.241
Especial 1,Cu 324.75,2.588
Especial 2,Cu 324.75,2.719
Especial 3,Cu 324.75,0.175
Especial 4,Cu 324.75,0.133
Especial 5,Cu 324.75,2.086
