Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.07
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.069
Celda # 11-A,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.015
Celda # 6-F2,Au 242.80,0.034
Celda #5-9,Au 242.80,0.034
Celda #(F1+F2),Au 242.80,0.082
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.069
NE Tubo 4,Au 242.80,0.033
NE Tubo 5,Au 242.80,0.038
NE Tubo 6,Au 242.80,0.022
NE Tubo 7,Au 242.80,0.034
Puntual Noroeste,Au 242.80,0.082
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.141
Especial 1,Au 242.80,0.106
Especial 2,Au 242.80,0.032
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.017
Especial 5,Au 242.80,0.048
