Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.091
Cabeza puntual retorno,Au 242.80,0.088
Comp. Cola Columna,Au 242.80,0.009
Celda #(F1+F2),Au 242.80,0.095
Barren,Au 242.80,0.007
Especial 1,Au 242.80,0.068
Especial 2,Au 242.80,0.041
Especial 3,Au 242.80,0.074
Especial 4,Au 242.80,0.064
Especial 5,Au 242.80,0.048
Columna #1,Au 242.80,0.071
Columna #2,Au 242.80,0.057
Columna #3,Au 242.80,0.048
Columna #4,Au 242.80,0.03
Columna #5,Au 242.80,0.019
Celda # 11-A,Au 242.80,0.019
Celda # 11-B,Au 242.80,0.019
Celda # 11-C,Au 242.80,0.013
Celda #5-9,Au 242.80,0.019
NE Tubo 1,Au 242.80,0.023
NE Tubo 2,Au 242.80,0.048
NE Tubo 4,Au 242.80,0.1
NE Tubo 5,Au 242.80,0.08
NE Tubo 6,Au 242.80,0.043
NE Tubo 7,Au 242.80,0.089
Barren Patios,Au 242.80,0.012
Puntual Noroeste,Au 242.80,0.107
Tubo 3,Au 242.80,0.18
