"Analyst",""
"Date Started","6/12/2025 11:02 PM  GMT: 6/13/2025 6:02 AM"
"Worksheet","LC004717_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"6/12/2025","11:04:50 PM","PATRON",0.8954,"","mg/L",1.0
"6/12/2025","11:05:00 PM","BLANCO",-0.0015,"","mg/L",">100"
"6/12/2025","11:05:12 PM","REAGENT BLANK",0.0000,"","mg/L",39.8
"6/12/2025","11:05:38 PM","LC004717-001",0.0282,"","mg/L",3.6
"6/12/2025","11:05:46 PM","LC004717-002",0.0407,"","mg/L",6.3
"6/12/2025","11:05:56 PM","LC004717-003",0.0044,"","mg/L",29.6
"6/12/2025","11:06:06 PM","LC004717-004",0.3371,"","mg/L",1.7
"6/12/2025","11:06:16 PM","LC004717-005",0.0684,"","mg/L",4.5
"6/12/2025","11:06:26 PM","LC004717-006",0.0172,"","mg/L",2.4
"6/12/2025","11:06:40 PM","PATRON",0.8919,"","mg/L",0.7
"6/12/2025","11:06:56 PM","LC004717-007",0.0448,"","mg/L",4.7
"6/12/2025","11:07:16 PM","LC004717-009",0.0607,"","mg/L",1.3
"6/12/2025","11:07:28 PM","LC004717-010",0.0002,"","mg/L",">100"
"6/12/2025","11:07:38 PM","LC004717-011",0.0140,"","mg/L",7.9
"6/12/2025","11:08:28 PM","LC004717-008",0.0607,"","mg/L",3.0
"6/12/2025","11:09:52 PM","LC004717-012",0.9123,"","mg/L",0.1
"6/12/2025","11:09:52 PM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"

