Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.713
Comp. Cola Columna,Cu 324.75,0.675
Barren,Cu 324.75,0.821
Cabeza puntual retorno,Cu 324.75,0.702
Celda # 11-A,Cu 324.75,0.114
Celda # 11-B,Cu 324.75,0.087
Celda # 11-C,Cu 324.75,1.551
Celda # 6-F2,Cu 324.75,0.055
Celda #5-9,Cu 324.75,1.588
Celda #(F1+F2),Cu 324.75,0.695
NE Tubo 1,Cu 324.75,0.056
NE Tubo 2,Cu 324.75,0.141
NE Tubo 4,Cu 324.75,1.434
NE Tubo 5,Cu 324.75,0.693
NE Tubo 6,Cu 324.75,0.138
NE Tubo 7,Cu 324.75,2.225
Puntual Noroeste,Cu 324.75,0.729
Barren Patios,Cu 324.75,0.817
Tubo 3,Cu 324.75,0.134
Especial 1,Cu 324.75,0.106
Especial 2,Cu 324.75,0.088
Especial 3,Cu 324.75,0.134
Especial 4,Cu 324.75,0.172
Especial 5,Cu 324.75,0.057
