"Analyst",""
"Date Started","8/2/2025 2:49 PM  GMT: 8/2/2025 9:49 PM"
"Worksheet","LC005088RE"
"Comment",""
"Methods","Au"

"Method: Au ACIDO (Flame)"

"8/2/2025","3:00:40 PM","PATRON",0.8870,"","mg/L",0.9
"8/2/2025","3:01:48 PM","REAGENT BLANK",0.0000,"","mg/L",10.9
"8/2/2025","3:02:46 PM","BLANCO",-0.0028,"","mg/L",">100"
"8/2/2025","3:03:04 PM","LC005083-003",0.1937,"","mg/L",1.2
"8/2/2025","3:03:18 PM","LC005083-004",0.0808,"","mg/L",1.8
"8/2/2025","3:03:32 PM","LC005083-005",0.0597,"","mg/L",4.6
"8/2/2025","3:03:46 PM","LC005083-006",0.0599,"","mg/L",4.3
"8/2/2025","3:03:58 PM","LC005083-007",0.1332,"","mg/L",1.8
"8/2/2025","3:04:12 PM","LC005083-008",0.0821,"","mg/L",1.7
"8/2/2025","3:07:46 PM","PATRON",0.8902,"","mg/L",0.4
"8/2/2025","3:08:00 PM","LC005083-009",0.3434,"","mg/L",1.3
"8/2/2025","3:08:12 PM","PATRON",0.8951,"","mg/L",0.4
"8/2/2025","3:08:50 PM","REAGENT BLANK",0.0000,"","mg/L",36.1
"8/2/2025","3:09:10 PM","BLANCO",0.0055,"","mg/L",">100"
"8/2/2025","3:09:10 PM","LC004827-011","","","mg/L",""
