Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.765
Cabeza puntual retorno,Cu 324.75,1.716
Celda #(F1+F2),Cu 324.75,1.947
Puntual Noroeste,Cu 324.75,1.962
Tubo 3,Cu 324.75,3.207
Comp. Cola Columna,Cu 324.75,1.842
Barren,Cu 324.75,1.873
Celda # 11-A,Cu 324.75,0.719
Celda # 11-B,Cu 324.75,0.067
Celda # 11-C,Cu 324.75,0.064
Celda #5-9,Cu 324.75,2.322
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.125
NE Tubo 4,Cu 324.75,0.035
NE Tubo 5,Cu 324.75,1.435
NE Tubo 6,Cu 324.75,5.195
NE Tubo 7,Cu 324.75,3.372
Barren Patios,Cu 324.75,1.325
Especial 1,Cu 324.75,1.220
Especial 2,Cu 324.75,0.132
Especial 3,Cu 324.75,0.062
Especial 4,Cu 324.75,0.320
Especial 5,Cu 324.75,0.461
Columna #1,Cu 324.75,1.829
Columna #2,Cu 324.75,1.844
Columna #3,Cu 324.75,1.886
Columna #4,Cu 324.75,1.925
Columna #5,Cu 324.75,1.953
