Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.153
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.155
Celda # 11-A,Au 242.80,0.108
Celda # 11-B,Au 242.80,0.016
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.027
Celda #(F1+F2),Au 242.80,0.168
NE Tubo 1,Au 242.80,0.01
NE Tubo 2,Au 242.80,0.176
NE Tubo 4,Au 242.80,0.125
NE Tubo 5,Au 242.80,0.133
NE Tubo 6,Au 242.80,0.197
NE Tubo 7,Au 242.80,0.042
Puntual Noroeste,Au 242.80,0.152
Barren Patios,Au 242.80,0.005
Tubo 3,Au 242.80,0.196
Especial 1,Au 242.80,0.013
Especial 2,Au 242.80,0.053
Especial 3,Au 242.80,0.21
Especial 4,Au 242.80,0.205
Especial 5,Au 242.80,0.056
Especial 6,Au 242.80,0.01
