Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.785
Cabeza puntual retorno,Cu 324.75,0.782
Celda #(F1+F2),Cu 324.75,0.606
Puntual Noroeste,Cu 324.75,1.013
Tubo 3,Cu 324.75,1.135
Comp. Cola Columna,Cu 324.75,0.725
Barren,Cu 324.75,0.859
Celda # 11-A,Cu 324.75,0.202
Celda # 11-B,Cu 324.75,0.100
Celda # 11-C,Cu 324.75,0.087
Celda #5-9,Cu 324.75,0.986
NE Tubo 1,Cu 324.75,0.086
NE Tubo 2,Cu 324.75,0.336
NE Tubo 4,Cu 324.75,0.075
NE Tubo 5,Cu 324.75,0.071
NE Tubo 6,Cu 324.75,0.092
NE Tubo 7,Cu 324.75,7.136
Barren Patios,Cu 324.75,0.913
Especial 1,Cu 324.75,0.192
Especial 2,Cu 324.75,0.089
Especial 3,Cu 324.75,0.260
Especial 4,Cu 324.75,0.313
Especial 5,Cu 324.75,0.145
Columna #1,Cu 324.75,0.809
Columna #2,Cu 324.75,0.804
Columna #3,Cu 324.75,0.787
Columna #4,Cu 324.75,0.759
Columna #5,Cu 324.75,0.744
