Sample ID,Analyte Name,Reported Conc (Samp)
54,Cu 324.75,0.146
55,Cu 324.75,0.099
56,Cu 324.75,0.360
57,Cu 324.75,0.371
58,Cu 324.75,0.024
59,Cu 324.75,0.338
60,Cu 324.75,1.021
61,Cu 324.75,1.534
375-1,Cu 324.75,0.014
375-2,Cu 324.75,0.146
375-3,Cu 324.75,0.005
375-4,Cu 324.75,0.222
COL. 1,Cu 324.75,14.55
COL. 2,Cu 324.75,2.508
COL. 3,Cu 324.75,7.140
COL. 4,Cu 324.75,6.875
VM 1,Cu 324.75,0.106
VM 2,Cu 324.75,0.178
VM 3,Cu 324.75,0.212
VM 4,Cu 324.75,0.008
VM 5,Cu 324.75,0.040
VM 6,Cu 324.75,0.073
VM 8,Cu 324.75,0.158
VM 9,Cu 324.75,0.023
