Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.713
Comp. Cola Columna,Cu 324.75,0.642
Barren,Cu 324.75,0.610
Cabeza puntual retorno,Cu 324.75,0.676
Celda # 11-A,Cu 324.75,0.852
Celda # 11-B,Cu 324.75,0.039
Celda # 11-C,Cu 324.75,0.035
Celda # 6-F2,Cu 324.75,0.058
Celda #5-9,Cu 324.75,0.960
Celda #(F1+F2),Cu 324.75,0.673
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.338
NE Tubo 4,Cu 324.75,0.069
NE Tubo 5,Cu 324.75,0.028
NE Tubo 6,Cu 324.75,0.008
NE Tubo 7,Cu 324.75,1.001
Puntual Noroeste,Cu 324.75,0.658
Barren Patios,Cu 324.75,0.638
Tubo 3,Cu 324.75,0.719
Especial 1,Cu 324.75,0.225
Especial 2,Cu 324.75,0.106
Especial 3,Cu 324.75,0.070
Especial 4,Cu 324.75,0.060
Especial 5,Cu 324.75,0.081
