Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.126
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.125
Columna #1,Au 242.80,0.061
Columna #2,Au 242.80,0.04
Columna #3,Au 242.80,0.023
Columna #4,Au 242.80,0.01
Columna #5,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.016
Celda # 11-C,Au 242.80,0.016
Celda #5-9,Au 242.80,0.027
Celda #(F1+F2),Au 242.80,0.135
NE Tubo 1,Au 242.80,0.012
NE Tubo 2,Au 242.80,0.213
NE Tubo 4,Au 242.80,0.032
NE Tubo 5,Au 242.80,0.011
NE Tubo 6,Au 242.80,0.017
NE Tubo 7,Au 242.80,0.006
Puntual Noroeste,Au 242.80,0.039
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.044
Especial 1,Au 242.80,0.284
Especial 2,Au 242.80,0.04
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.034
Especial 5,Au 242.80,0.155
Barren 2,Au 242.80,0.008
