Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.891
Cabeza puntual retorno,Cu 324.75,1.84
Celda #(F1+F2),Cu 324.75,1.913
Puntual Noroeste,Cu 324.75,1.909
Tubo 3,Cu 324.75,0.189
Comp. Cola Columna,Cu 324.75,1.947
Barren,Cu 324.75,1.908
Celda # 11-A,Cu 324.75,0.08
Celda # 11-B,Cu 324.75,0.062
Celda # 11-C,Cu 324.75,7.922
Celda # 6-F2,Cu 324.75,0.043
Celda #5-9,Cu 324.75,0.14
NE Tubo 1,Cu 324.75,0.028
NE Tubo 2,Cu 324.75,0.049
NE Tubo 4,Cu 324.75,1.73
NE Tubo 5,Cu 324.75,1.748
NE Tubo 6,Cu 324.75,0.144
NE Tubo 7,Cu 324.75,7.929
Especial 1,Cu 324.75,0.072
Especial 2,Cu 324.75,0.038
Especial 3,Cu 324.75,0.188
Especial 4,Cu 324.75,0.372
Especial 5,Cu 324.75,0.061
