Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.026
Comp. Cola Columna,Cu 324.75,2.153
Barren,Cu 324.75,2.192
Cabeza puntual retorno,Cu 324.75,1.969
Celda # 11-A,Cu 324.75,0.223
Celda # 11-B,Cu 324.75,0.072
Celda # 11-C,Cu 324.75,0.047
Celda # 6-F2,Cu 324.75,0.025
Celda #5-9,Cu 324.75,0.694
Celda #(F1+F2),Cu 324.75,2.211
NE Tubo 1,Cu 324.75,0.037
NE Tubo 2,Cu 324.75,0.351
NE Tubo 4,Cu 324.75,1.238
NE Tubo 5,Cu 324.75,0.676
NE Tubo 6,Cu 324.75,7.092
NE Tubo 7,Cu 324.75,1.045
Puntual Noroeste,Cu 324.75,2.249
Barren Patios,Cu 324.75,1.993
Tubo 3,Cu 324.75,1.718
Especial 1,Cu 324.75,0.077
Especial 2,Cu 324.75,0.06
Especial 3,Cu 324.75,0.172
Especial 4,Cu 324.75,0.682
Especial 5,Cu 324.75,0.076
