Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.718
Cabeza puntual retorno,Cu 324.75,0.683
Celda #(F1+F2),Cu 324.75,0.238
Puntual Noroeste,Cu 324.75,0.030
Tubo 3,Cu 324.75,0.030
Comp. Cola Columna,Cu 324.75,0.605
Barren,Cu 324.75,0.705
Celda # 11-A,Cu 324.75,0.096
Celda # 11-B,Cu 324.75,1.286
Celda # 11-C,Cu 324.75,3.726
Celda #5-9,Cu 324.75,0.473
NE Tubo 1,Cu 324.75,0.015
NE Tubo 2,Cu 324.75,0.014
NE Tubo 4,Cu 324.75,0.070
NE Tubo 5,Cu 324.75,0.011
NE Tubo 6,Cu 324.75,0.011
NE Tubo 7,Cu 324.75,0.082
Barren Patios,Cu 324.75,0.628
Especial 1,Cu 324.75,0.446
Especial 2,Cu 324.75,1.660
Especial 3,Cu 324.75,0.047
Especial 4,Cu 324.75,0.039
Especial 5,Cu 324.75,5.632
Columna #1,Cu 324.75,0.618
Columna #2,Cu 324.75,0.616
Columna #3,Cu 324.75,0.608
Columna #4,Cu 324.75,0.608
Columna #5,Cu 324.75,0.598
