Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.256
Cabeza puntual retorno,Cu 324.75,0.247
Celda #(F1+F2),Cu 324.75,0.25
Puntual Noroeste,Cu 324.75,0.25
Tubo 3,Cu 324.75,0.121
NE Tubo 2,Cu 324.75,0.099
NE Tubo 4,Cu 324.75,0.211
Especial 1,Cu 324.75,0.068
Especial 2,Cu 324.75,0.067
Especial 3,Cu 324.75,0.111
Especial 4,Cu 324.75,0.168
Especial 5,Cu 324.75,0.099
Columna #1,Cu 324.75,0.213
Columna #2,Cu 324.75,0.229
Columna #3,Cu 324.75,0.238
Columna #4,Cu 324.75,0.245
Columna #5,Cu 324.75,0.249
Comp. Cola Columna,Cu 324.75,0.272
Barren,Cu 324.75,0.309
Barren Patios,Cu 324.75,0.194
NE Tubo 1,Cu 324.75,0.036
NE Tubo 5,Cu 324.75,0.144
NE Tubo 6,Cu 324.75,0.073
NE Tubo 7,Cu 324.75,0.733
Celda # 11-A,Cu 324.75,0.242
Celda # 11-B,Cu 324.75,0.199
Celda # 11-C,Cu 324.75,0.081
Celda #5-9,Cu 324.75,0.041
