Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.085
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.084
Columna #1,Au 242.80,0.082
Columna #2,Au 242.80,0.068
Columna #3,Au 242.80,0.049
Columna #4,Au 242.80,0.024
Columna #5,Au 242.80,0.005
Celda # 11-A,Au 242.80,0.06
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.021
Celda #5-9,Au 242.80,0.129
Celda #(F1+F2),Au 242.80,0.065
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.047
NE Tubo 4,Au 242.80,0.077
NE Tubo 5,Au 242.80,0.058
NE Tubo 6,Au 242.80,0.028
NE Tubo 7,Au 242.80,0.024
Puntual Noroeste,Au 242.80,0.064
Barren Patios,Au 242.80,0.004
Tubo 3,Au 242.80,0.039
Especial 1,Au 242.80,0.315
Especial 2,Au 242.80,0.312
Especial 3,Au 242.80,0.071
Especial 4,Au 242.80,0.153
Especial 5,Au 242.80,0.175
Especial 6,Au 242.80,0.006
