Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.739
Cabeza puntual retorno,Cu 324.75,0.723
Celda #(F1+F2),Cu 324.75,0.754
Puntual Noroeste,Cu 324.75,0.95
Tubo 3,Cu 324.75,0.047
NE Tubo 2,Cu 324.75,0.046
NE Tubo 4,Cu 324.75,0.779
Especial 1,Cu 324.75,0.034
Especial 2,Cu 324.75,0.032
Especial 3,Cu 324.75,0.067
Especial 4,Cu 324.75,0.045
Especial 5,Cu 324.75,0.899
Columna #1,Cu 324.75,0.601
Columna #2,Cu 324.75,0.542
Columna #3,Cu 324.75,0.484
Columna #4,Cu 324.75,0.453
Columna #5,Cu 324.75,0.361
Comp. Cola Columna,Cu 324.75,0.409
Barren,Cu 324.75,0.448
Barren Patios,Cu 324.75,0.403
NE Tubo 1,Cu 324.75,0.245
NE Tubo 5,Cu 324.75,2.046
NE Tubo 6,Cu 324.75,3.279
NE Tubo 7,Cu 324.75,2.594
Celda # 11-A,Cu 324.75,0.044
Celda # 11-B,Cu 324.75,0.067
Celda # 11-C,Cu 324.75,0.066
Celda #5-9,Cu 324.75,3.717
