Analyst,JUDAS,,,,
Date Started,10/08/2023,,,,
Worksheet,LC000929-RCK_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
10/08/2023,01:00:00 p. m.,PATRON,0.884,,mg/l
10/08/2023,02:00:00 p. m.,BLANCO,-0.012,,mg/l
10/08/2023,03:00:00 p. m.,REAGENT BLANK,-0.006,,mg/l
10/08/2023,04:00:00 p. m.,LC000929-001,1.621666667,,mg/l
10/08/2023,05:00:00 p. m.,LC000929-002,1.621666667,,mg/l
10/08/2023,06:00:00 p. m.,LC000929-003,0.0057,,mg/l
10/08/2023,07:00:00 p. m.,LC000929-004,0.971,,mg/l
10/08/2023,08:00:00 p. m.,PATRON,0.9,,mg/l
10/08/2023,09:00:00 p. m.,BLANCO,0.004,,mg/l
