Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.111
Columna #2,Au 242.80,0.086
Columna #3,Au 242.80,0.059
Columna #4,Au 242.80,0.031
Columna #5,Au 242.80,0.007
Comp. Cabeza Columna,Au 242.80,0.149
Cabeza puntual retorno,Au 242.80,0.15
Celda #5-9,Au 242.80,0.096
Celda #(F1+F2),Au 242.80,0.16
NE Tubo 2,Au 242.80,0.093
NE Tubo 4,Au 242.80,0.085
NE Tubo 5,Au 242.80,0.248
NE Tubo 6,Au 242.80,0.099
NE Tubo 7,Au 242.80,0.266
Puntual Noroeste,Au 242.80,0.171
Tubo 3,Au 242.80,0.166
Especial 1,Au 242.80,0.04
Especial 2,Au 242.80,0.061
Especial 3,Au 242.80,0.035
Especial 4,Au 242.80,0.076
Especial 5,Au 242.80,0.071
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.027
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.007
NE Tubo 1,Au 242.80,0.002
Barren Patios,Au 242.80,0.012
