Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.621
Comp. Cola Columna,Cu 324.75,0.628
Barren,Cu 324.75,0.579
Cabeza puntual retorno,Cu 324.75,0.582
Celda # 11-A,Cu 324.75,0.08
Celda # 11-B,Cu 324.75,0.042
Celda # 11-C,Cu 324.75,0.308
Celda # 6-F2,Cu 324.75,1.132
Celda #5-9,Cu 324.75,5.59
Celda #(F1+F2),Cu 324.75,0.391
NE Tubo 1,Cu 324.75,0.01
NE Tubo 2,Cu 324.75,0.237
NE Tubo 4,Cu 324.75,0.809
NE Tubo 5,Cu 324.75,0.371
NE Tubo 6,Cu 324.75,0.213
NE Tubo 7,Cu 324.75,0.555
Puntual Noroeste,Cu 324.75,0.417
Barren Patios,Cu 324.75,0.753
Tubo 3,Cu 324.75,0.139
Especial 1,Cu 324.75,0.633
Especial 2,Cu 324.75,0.183
Especial 3,Cu 324.75,0.108
Especial 4,Cu 324.75,0.135
Especial 5,Cu 324.75,0.61
