Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.149
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.15
Celda # 11-A,Au 242.80,0.054
Celda # 11-B,Au 242.80,0.093
Celda # 11-C,Au 242.80,0.081
Celda # 6-F2,Au 242.80,0.073
Celda #5-9,Au 242.80,0.081
Celda #(F1+F2),Au 242.80,0.194
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.147
NE Tubo 4,Au 242.80,0.18
NE Tubo 5,Au 242.80,0.186
NE Tubo 6,Au 242.80,0.152
NE Tubo 7,Au 242.80,0.298
Puntual Noroeste,Au 242.80,0.162
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.138
Especial 1,Au 242.80,0.068
Especial 2,Au 242.80,0.074
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.063
Especial 6,Au 242.80,0.005
