Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.904
Columna #2,Cu 324.75,0.903
Columna #3,Cu 324.75,0.898
Columna #4,Cu 324.75,0.863
Columna #5,Cu 324.75,0.906
Comp. Cabeza Columna,Cu 324.75,0.877
Comp. Cola Columna,Cu 324.75,0.951
Barren,Cu 324.75,0.907
Cabeza puntual retorno,Cu 324.75,0.874
Celda # 11-A,Cu 324.75,0.363
Celda # 11-B,Cu 324.75,0.257
Celda # 11-C,Cu 324.75,0.314
Celda #5-9,Cu 324.75,1.227
Celda #(F1+F2),Cu 324.75,1.215
NE Tubo 1,Cu 324.75,0.369
NE Tubo 2,Cu 324.75,0.379
NE Tubo 4,Cu 324.75,0.600
NE Tubo 5,Cu 324.75,0.347
NE Tubo 6,Cu 324.75,0.395
NE Tubo 7,Cu 324.75,5.439
Puntual Noroeste,Cu 324.75,1.107
Barren Patios,Cu 324.75,1.008
Tubo 3,Cu 324.75,0.993
Especial 1,Cu 324.75,0.427
Especial 2,Cu 324.75,0.360
Especial 3,Cu 324.75,0.354
Especial 4,Cu 324.75,0.392
Especial 5,Cu 324.75,0.310
