Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.744
Cabeza puntual retorno,Cu 324.75,0.773
Celda #(F1+F2),Cu 324.75,0.868
Puntual Noroeste,Cu 324.75,0.411
Tubo 3,Cu 324.75,0.06
NE Tubo 2,Cu 324.75,0.44
NE Tubo 4,Cu 324.75,0.074
Especial 1,Cu 324.75,0.058
Especial 2,Cu 324.75,0.118
Especial 3,Cu 324.75,0.084
Especial 4,Cu 324.75,0.095
Especial 5,Cu 324.75,0.76
Columna #1,Cu 324.75,0.677
Columna #2,Cu 324.75,0.667
Columna #3,Cu 324.75,0.68
Columna #4,Cu 324.75,0.696
Columna #5,Cu 324.75,0.702
Comp. Cola Columna,Cu 324.75,0.881
Barren,Cu 324.75,0.77
Barren Patios,Cu 324.75,0.707
NE Tubo 1,Cu 324.75,6.054
NE Tubo 5,Cu 324.75,0.041
NE Tubo 6,Cu 324.75,0.099
NE Tubo 7,Cu 324.75,0.659
Celda # 11-A,Cu 324.75,0.087
Celda # 11-B,Cu 324.75,0.076
Celda # 11-C,Cu 324.75,0.116
Celda #5-9,Cu 324.75,0.039
