Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,9.666
Comp. Cola Columna,Cu 324.75,9.139
Barren,Cu 324.75,7.359
Cabeza puntual retorno,Cu 324.75,9.678
Celda # 11-A,Cu 324.75,34.07
Celda # 11-B,Cu 324.75,45.68
Celda # 11-C,Cu 324.75,3.977
Celda # 6-F2,Cu 324.75,2.254
Celda #5-9,Cu 324.75,1.709
Celda #(F1+F2),Cu 324.75,2.173
NE Tubo 1,Cu 324.75,6.048
NE Tubo 2,Cu 324.75,1.866
NE Tubo 4,Cu 324.75,2.506
NE Tubo 5,Cu 324.75,2.563
NE Tubo 6,Cu 324.75,0.455
NE Tubo 7,Cu 324.75,0.474
Puntual Noroeste,Cu 324.75,0.729
Barren Patios,Cu 324.75,5.824
Tubo 3,Cu 324.75,0.098
Especial 1,Cu 324.75,0.122
Especial 2,Cu 324.75,0.02
Especial 3,Cu 324.75,0.066
Especial 4,Cu 324.75,0.153
Especial 5,Cu 324.75,0.051
Especial 6,Cu 324.75,0.265
