Sample ID,Analyte Name,Reported Conc (Calib)
Columna #1,Cu 324.75,11.9
Columna #2,Cu 324.75,11.66
Columna #3,Cu 324.75,11.55
Columna #4,Cu 324.75,11.58
Columna #5,Cu 324.75,11.39
Comp. Cabeza Columna,Cu 324.75,11.98
Comp. Cola Columna,Cu 324.75,11.98
Barren,Cu 324.75,11.48
Cabeza puntual retorno,Cu 324.75,11.81
Celda # 11-A,Cu 324.75,5.582
Celda # 11-B,Cu 324.75,33.66
Celda # 11-C,Cu 324.75,26.14
Celda #5-9,Cu 324.75,0.32
Celda #(F1+F2),Cu 324.75,1.556
NE Tubo 1,Cu 324.75,14.13
NE Tubo 2,Cu 324.75,0.738
NE Tubo 4,Cu 324.75,2.465
NE Tubo 5,Cu 324.75,0.811
NE Tubo 6,Cu 324.75,0.483
NE Tubo 7,Cu 324.75,2.372
Puntual Noroeste,Cu 324.75,1.335
Barren Patios,Cu 324.75,10.75
Tubo 3,Cu 324.75,1.036
Especial 2,Cu 324.75,0.033
Especial 3,Cu 324.75,0.161
Especial 4,Cu 324.75,0.286
Especial 5,Cu 324.75,0.044
Sample029,Cu 324.75,0.019
