Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.918
Comp. Cola Columna,Cu 324.75,1.1
Barren,Cu 324.75,0.918
Cabeza puntual retorno,Cu 324.75,0.944
Columna #1,Cu 324.75,0.815
Columna #2,Cu 324.75,0.852
Columna #3,Cu 324.75,0.872
Columna #4,Cu 324.75,0.894
Columna #5,Cu 324.75,0.91
Celda # 11-A,Cu 324.75,0.037
Celda # 11-B,Cu 324.75,0.022
Celda # 11-C,Cu 324.75,0.018
Celda #5-9,Cu 324.75,0.025
Celda #(F1+F2),Cu 324.75,1.003
NE Tubo 1,Cu 324.75,0.195
NE Tubo 2,Cu 324.75,0.473
NE Tubo 4,Cu 324.75,2.006
NE Tubo 5,Cu 324.75,0.034
NE Tubo 6,Cu 324.75,0.063
NE Tubo 7,Cu 324.75,4.763
Puntual Noroeste,Cu 324.75,1.293
Barren Patios,Cu 324.75,0.856
Especial 1,Cu 324.75,0.019
Especial 2,Cu 324.75,0.007
Especial 3,Cu 324.75,0.027
Especial 4,Cu 324.75,0.027
Especial 5,Cu 324.75,0.05
