Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.538
Comp. Cola Columna,Cu 324.75,1.499
Barren,Cu 324.75,1.659
Cabeza puntual retorno,Cu 324.75,1.523
Celda # 11-A,Cu 324.75,7.748
Celda # 11-B,Cu 324.75,0.289
Celda # 11-C,Cu 324.75,0.115
Celda #5-9,Cu 324.75,0.034
Celda #(F1+F2),Cu 324.75,1.348
NE Tubo 1,Cu 324.75,0.078
NE Tubo 2,Cu 324.75,0.194
NE Tubo 4,Cu 324.75,0.162
NE Tubo 5,Cu 324.75,0.097
NE Tubo 6,Cu 324.75,0.131
NE Tubo 7,Cu 324.75,0.194
Puntual Noroeste,Cu 324.75,1.203
Barren Patios,Cu 324.75,1.554
Tubo 3,Cu 324.75,3.837
Especial 1,Cu 324.75,0.358
Especial 2,Cu 324.75,0.072
Especial 3,Cu 324.75,3.793
Especial 4,Cu 324.75,5.496
Especial 5,Cu 324.75,0.074
Especial 6,Cu 324.75,0.041
Columna #1,Cu 324.75,1.223
Columna #2,Cu 324.75,1.307
Columna #3,Cu 324.75,1.345
Columna #4,Cu 324.75,1.365
Columna #5,Cu 324.75,1.391
