Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.175
Comp. Cola Columna,Au 242.80,0.025
Barren,Au 242.80,0.023
Cabeza puntual retorno,Au 242.80,0.178
Celda # 11-A,Au 242.80,0.155
Celda # 11-B,Au 242.80,0.268
Celda # 11-C,Au 242.80,0.264
Celda # 6-F2,Au 242.80,0.035
Celda #5-9,Au 242.80,0.021
Celda #(F1+F2),Au 242.80,0.157
NE Tubo 1,Au 242.80,0.147
NE Tubo 2,Au 242.80,0.101
NE Tubo 4,Au 242.80,0.2
NE Tubo 5,Au 242.80,0.196
NE Tubo 6,Au 242.80,0.077
NE Tubo 7,Au 242.80,0.344
Puntual Noroeste,Au 242.80,0.165
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.142
Especial 1,Au 242.80,0.058
Especial 2,Au 242.80,0.025
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.016
Especial 5,Au 242.80,0.034
Especial 6,Au 242.80,0.013
