Analista,,,,,,,,,
Fecha de inicio,30/01/2023 06:10 a. m.  GMT: 30/01/2023 12:10 p. m.,,,,,,,,
Hoja de trabajo,SA000188_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag VHAAg (Llama),,,,,,,,,
,,,,,,,,,
Ag,PATRON,1.0095,,mg/L,0.6,0.1367,0.1358,0.1371,0.1372
Ag,BLANCO,0.0007,,mg/L,>100,0.0001,-0.0001,0.0002,0.0002
Ag,BLANCO REACTIVO,0,,mg/L,35.2,0.0002,0.0002,0.0003,0.0002
Ag,SA000188-001,8.9403,,mg/L,0.5,0.0507,0.0505,0.0507,0.051
Ag,SA000188-002,4.6969,,mg/L,1.7,0.0263,0.0259,0.0261,0.0268
Ag,SA000188-003,6.107,,mg/L,0.9,0.0342,0.0345,0.0344,0.0339
Ag,SA000188-004,5.0412,,mg/L,0.4,0.0282,0.0281,0.0283,0.0283
Ag,SA000188-005,3.8003,,mg/L,1.4,0.0219,0.0216,0.0217,0.0222
Ag,PATRON,1.0097,,mg/L,0.7,0.1367,0.1375,0.1356,0.137
Ag,SA000188-006,17.4595,,mg/L,0.2,0.0972,0.0971,0.097,0.0974
Ag,SA000188-007,8.0308,,mg/L,1.1,0.0447,0.0451,0.0448,0.0441
Ag,SA000188-008,6.7458,,mg/L,0.3,0.0378,0.0379,0.0379,0.0377
Ag,SA000188-009,5.7727,,mg/L,2.7,0.0321,0.0312,0.0329,0.0323
Ag,SA000188-010,-0.0462,,mg/L,12.6,-0.0003,-0.0002,-0.0002,-0.0003
Ag,PATRON,0.9807,,mg/L,1.1,0.1329,0.132,0.1346,0.1322
Ag,BLANCO,-0.0007,,mg/L,26.2,-0.0001,-0.0001,-0.0001,-0.0001
Ag,BLANCO REACTIVO,0,,mg/L,15.1,0.0003,0.0004,0.0003,0.0003
Ag,SA000188-011,4.4029,,mg/L,0.3,0.0249,0.0249,0.0249,0.0248
Ag,SA000188-012,8.3327,,mg/L,1.1,0.0474,0.048,0.0469,0.0473
Ag,SA000188-013,7.0017,,mg/L,1.4,0.0398,0.0403,0.0399,0.0392
Ag,SA000188-014,4.0037,,mg/L,2.1,0.0225,0.0223,0.0231,0.0222
Ag,SA000188-015,3.4556,,mg/L,1.1,0.0197,0.0199,0.0195,0.0198
Ag,PATRON,1.0097,,mg/L,0.7,0.1367,0.1375,0.1356,0.137
Ag,SA000188-016,3.8931,,mg/L,0.6,0.022,0.0219,0.0221,0.0219
Ag,SA000188-017,24.9517,,mg/L,0.4,0.138,0.1381,0.1374,0.1386
Ag,SA000188-018,5.1243,,mg/L,0.8,0.0291,0.0293,0.0288,0.0292
Ag,SA000188-019,6.044,,mg/L,0.2,0.0343,0.0343,0.0343,0.0344
Ag,SA000188-020,1523.14,,mg/L,0.2,0.0852,0.0854,0.085,0.0853
Ag,PATRON,1.0082,,mg/L,0.9,0.1365,0.137,0.1374,0.1351
Ag,BLANCO,-0.0008,,mg/L,>100,-0.0001,-0.0003,-0.0001,0.0001
Ag,BLANCO REACTIVO,0,,mg/L,80.7,0.0002,0.0004,0.0001,0.0001
Ag,SA000188-021,147.002,,mg/L,0.7,0.0821,0.0818,0.0817,0.0827
Ag,SA000188-022,10.1891,,mg/L,0.8,0.0578,0.0583,0.0574,0.0577
Ag,SA000188-023,6.7996,,mg/L,0.9,0.0386,0.0384,0.0384,0.039
Ag,SA000188-024,7.6026,,mg/L,0.5,0.043,0.0428,0.0432,0.0431
Ag,SA000188-025,6.546,,mg/L,1.3,0.0368,0.0373,0.0369,0.0363
Ag,PATRON,1.0151,,mg/L,0.4,0.1374,0.1376,0.1378,0.1368
Ag,SA000188-026,4.5853,,mg/L,1.1,0.0257,0.026,0.0254,0.0256
Ag,SA000188-027,6.7143,,mg/L,0.9,0.0384,0.0388,0.0382,0.0383
Ag,SA000188-028,3.265,,mg/L,0.4,0.0185,0.0185,0.0185,0.0184
Ag,SA000188-029,5.3475,,mg/L,0.7,0.0305,0.0304,0.0304,0.0307
Ag,SA000188-030,0.0998,,mg/L,12.6,0.0006,0.0005,0.0006,0.0006
Ag,PATRON,1.0073,,mg/L,0.8,0.1364,0.1368,0.1372,0.1352
Ag,BLANCO,0.0006,,mg/L,64.4,0.0001,0,0.0001,0.0001
Ag,BLANCO REACTIVO,0,,mg/L,77.2,0.0002,0.0003,0,0.0002
Ag,SA000188-031,6.6845,,mg/L,0.8,0.0376,0.0372,0.0377,0.0378
Ag,SA000188-032,6.9908,,mg/L,0.6,0.0393,0.0395,0.039,0.0393
Ag,PATRON,1.0003,,mg/L,0.9,0.1355,0.1365,0.1358,0.1341
Ag,BLANCO,-0.0016,,mg/L,59.5,-0.0002,-0.0001,-0.0003,-0.0002
Ag,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0002,-0.0002,0.0002
