Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.159
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.159
Celda # 11-A,Au 242.80,0.034
Celda # 11-B,Au 242.80,0.257
Celda # 11-C,Au 242.80,0.126
Celda # 6-F2,Au 242.80,0.023
Celda #5-9,Au 242.80,0.014
Celda #(F1+F2),Au 242.80,0.155
NE Tubo 1,Au 242.80,0.163
NE Tubo 2,Au 242.80,0.08
NE Tubo 4,Au 242.80,0.195
NE Tubo 5,Au 242.80,0.185
NE Tubo 6,Au 242.80,0.075
NE Tubo 7,Au 242.80,0.136
Barren Patios,Au 242.80,0.017
Puntual Noroeste,Au 242.80,0.155
Tubo 3,Au 242.80,0.175
Especial 1,Au 242.80,0.041
Especial 2,Au 242.80,0.021
Especial 3,Au 242.80,0.012
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.01
Especial 6,Au 242.80,0.005
