Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.366
Comp. Cola Columna,Cu 324.75,0.328
Barren,Cu 324.75,0.397
Cabeza puntual retorno,Cu 324.75,0.376
Celda # 11-A,Cu 324.75,0.483
Celda # 11-B,Cu 324.75,0.153
Celda # 11-C,Cu 324.75,0.106
Celda # 6-F2,Cu 324.75,0.104
Celda #5-9,Cu 324.75,0.091
Celda #(F1+F2),Cu 324.75,0.335
NE Tubo 1,Cu 324.75,0.081
NE Tubo 2,Cu 324.75,0.17
NE Tubo 4,Cu 324.75,0.126
NE Tubo 5,Cu 324.75,0.155
NE Tubo 6,Cu 324.75,0.225
NE Tubo 7,Cu 324.75,0.729
Puntual Noroeste,Cu 324.75,0.332
Barren Patios,Cu 324.75,0.352
Tubo 3,Cu 324.75,0.514
Especial 1,Cu 324.75,0.073
Especial 2,Cu 324.75,0.049
Especial 3,Cu 324.75,0.191
Especial 4,Cu 324.75,0.431
Especial 5,Cu 324.75,0.07
