Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.16
Comp. Cola Columna,Au 242.80,0.024
Barren,Au 242.80,0.023
Cabeza puntual retorno,Au 242.80,0.156
Columna #1,Au 242.80,0.12
Columna #2,Au 242.80,0.088
Columna #3,Au 242.80,0.056
Columna #4,Au 242.80,0.038
Columna #5,Au 242.80,0.024
Celda # 11-A,Au 242.80,0.068
Celda # 11-B,Au 242.80,0.156
Celda # 11-C,Au 242.80,0.119
Celda #5-9,Au 242.80,0.017
Celda #(F1+F2),Au 242.80,0.163
NE Tubo 1,Au 242.80,0.154
NE Tubo 2,Au 242.80,0.107
NE Tubo 4,Au 242.80,0.156
NE Tubo 5,Au 242.80,0.102
NE Tubo 6,Au 242.80,0.045
NE Tubo 7,Au 242.80,0.162
Puntual Noroeste,Au 242.80,0.16
Barren Patios,Au 242.80,0.025
Tubo 3,Au 242.80,0.243
Especial 1,Au 242.80,0.054
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.037
Especial 4,Au 242.80,0.029
Especial 5,Au 242.80,0.026
