Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.711
Comp. Cola Columna,Cu 324.75,1.16
Barren,Cu 324.75,1.001
Cabeza puntual retorno,Cu 324.75,1.74
Columna #1,Cu 324.75,1.658
Columna #2,Cu 324.75,1.571
Columna #3,Cu 324.75,1.488
Columna #4,Cu 324.75,1.332
Columna #5,Cu 324.75,1.21
Celda # 11-A,Cu 324.75,0.093
Celda # 11-B,Cu 324.75,1.901
Celda # 11-C,Cu 324.75,0.121
Celda #5-9,Cu 324.75,0.019
Celda #(F1+F2),Cu 324.75,1.829
NE Tubo 1,Cu 324.75,12.69
NE Tubo 2,Cu 324.75,1.45
NE Tubo 4,Cu 324.75,0.054
NE Tubo 5,Cu 324.75,0.028
NE Tubo 6,Cu 324.75,0.014
NE Tubo 7,Cu 324.75,0.252
Puntual Noroeste,Cu 324.75,0.891
Barren Patios,Cu 324.75,0.884
Tubo 3,Cu 324.75,0.055
Especial 1,Cu 324.75,0.036
Especial 2,Cu 324.75,0.014
Especial 3,Cu 324.75,0.086
Especial 4,Cu 324.75,0.031
Especial 5,Cu 324.75,0.025
