Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.068
Cabeza puntual retorno,Au 242.80,0.067
Celda #(F1+F2),Au 242.80,0.063
Puntual Noroeste,Au 242.80,0.067
Tubo 3,Au 242.80,0.059
Comp. Cola Columna,Au 242.80,0.015
Barren,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.085
Celda # 11-B,Au 242.80,0.017
Celda # 11-C,Au 242.80,0.006
Celda #5-9,Au 242.80,0.1
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.143
NE Tubo 4,Au 242.80,0.028
NE Tubo 5,Au 242.80,0.018
NE Tubo 6,Au 242.80,0.025
NE Tubo 7,Au 242.80,0.037
Barren Patios,Au 242.80,0.014
Especial 1,Au 242.80,0.086
Especial 2,Au 242.80,0.1
Especial 3,Au 242.80,0.015
Especial 4,Au 242.80,0.014
Especial 5,Au 242.80,0.099
Columna #1,Au 242.80,0.056
Columna #2,Au 242.80,0.041
Columna #3,Au 242.80,0.027
Columna #4,Au 242.80,0.017
Columna #5,Au 242.80,0.011
