Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,2.012
Columna #2,Cu 324.75,1.945
Columna #3,Cu 324.75,1.920
Columna #4,Cu 324.75,1.861
Columna #5,Cu 324.75,1.811
Comp. Cabeza Columna,Cu 324.75,2.025
Comp. Cola Columna,Cu 324.75,1.864
Barren,Cu 324.75,1.885
Cabeza puntual retorno,Cu 324.75,2.052
Celda # 11-A,Cu 324.75,9.897
Celda # 11-B,Cu 324.75,1.548
Celda # 11-C,Cu 324.75,0.556
NE Tubo 1,Cu 324.75,0.141
Celda #5-9,Cu 324.75,2.192
Celda #(F1+F2),Cu 324.75,1.808
NE Tubo 2,Cu 324.75,1.436
NE Tubo 4,Cu 324.75,3.025
NE Tubo 5,Cu 324.75,3.360
NE Tubo 6,Cu 324.75,1.593
NE Tubo 7,Cu 324.75,1.463
Puntual Noroeste,Cu 324.75,1.785
Barren Patios,Cu 324.75,1.915
Tubo 3,Cu 324.75,0.603
Especial 1,Cu 324.75,0.407
Especial 2,Cu 324.75,0.176
Especial 3,Cu 324.75,2.368
Especial 4,Cu 324.75,1.665
Especial 5,Cu 324.75,0.173
