Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.175
Comp. Cola Columna,Untitled 000,0.009
Barren,Untitled 000,0.009
Cabeza puntual retorno,Au 242.80,0.178
Celda # 11-A,Au 242.80,0.095
Celda # 11-B,Au 242.80,0.071
Celda # 11-C,Au 242.80,0.031
Celda # 6-F2,Au 242.80,0.081
Celda #5-9,Au 242.80,0.077
Celda #(F1+F2),Au 242.80,0.189
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.133
NE Tubo 4,Au 242.80,0.305
NE Tubo 5,Au 242.80,0.37
NE Tubo 6,Au 242.80,0.249
NE Tubo 7,Au 242.80,0.132
Puntual Noroeste,Au 242.80,0.183
Barren Patios,Au 242.80,0.019
Tubo 3,Au 242.80,0.126
Especial 1,Au 242.80,0.043
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.035
Especial 4,Au 242.80,0.033
Especial 5,Au 242.80,0.071
Especial 6,Au 242.80,0.015
