Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.874
Comp. Cola Columna,Cu 324.75,1.816
Barren,Cu 324.75,1.823
Cabeza puntual retorno,Cu 324.75,1.956
Celda # 11-A,Cu 324.75,2.43
Celda # 11-B,Cu 324.75,1.146
Celda # 11-C,Cu 324.75,1.249
Celda # 6-F2,Cu 324.75,1.325
Celda #5-9,Cu 324.75,5.486
Celda #(F1+F2),Cu 324.75,0.217
NE Tubo 1,Cu 324.75,0.431
NE Tubo 2,Cu 324.75,1.647
NE Tubo 4,Cu 324.75,1.217
NE Tubo 5,Cu 324.75,2.012
NE Tubo 6,Cu 324.75,5.401
NE Tubo 7,Cu 324.75,2.074
Puntual Noroeste,Cu 324.75,1.495
Barren Patios,Cu 324.75,1.279
Tubo 3,Cu 324.75,5.83
Especial 1,Cu 324.75,0.184
Especial 2,Cu 324.75,0.193
Especial 3,Cu 324.75,0.223
Especial 4,Cu 324.75,0.207
Especial 5,Cu 324.75,0.236
Especial 6,Cu 324.75,0.202
