Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.084
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.088
Celda # 11-A,Au 242.80,0.074
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.016
Celda # 6-F2,Au 242.80,0.194
Celda #5-9,Au 242.80,0.077
Celda #(F1+F2),Au 242.80,0.05
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.032
NE Tubo 4,Au 242.80,0.046
NE Tubo 5,Au 242.80,0.036
NE Tubo 6,Au 242.80,0.023
NE Tubo 7,Au 242.80,0.061
Puntual Noroeste,Au 242.80,0.06
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.062
Especial 1,Au 242.80,0.275
Especial 2,Au 242.80,0.31
Especial 3,Au 242.80,0.063
Especial 4,Au 242.80,0.054
Especial 5,Au 242.80,0.245
Especial 6,Au 242.80,0.015
