Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.978
Comp. Cola Columna,Cu 324.75,2.228
Barren,Cu 324.75,1.999
Cabeza puntual retorno,Cu 324.75,2.038
Celda # 11-A,Cu 324.75,3.181
Celda # 11-B,Cu 324.75,1.036
Celda # 11-C,Cu 324.75,0.989
Celda #5-9,Cu 324.75,2.193
Celda #(F1+F2),Cu 324.75,1.888
NE Tubo 1,Cu 324.75,0.363
NE Tubo 2,Cu 324.75,1.195
NE Tubo 4,Cu 324.75,2.238
NE Tubo 5,Cu 324.75,2.786
NE Tubo 6,Cu 324.75,1.543
NE Tubo 7,Cu 324.75,1.322
Puntual Noroeste,Cu 324.75,1.3
Barren Patios,Cu 324.75,1.34
Tubo 3,Cu 324.75,0.48
Especial 1,Cu 324.75,0.309
Especial 2,Cu 324.75,0.167
Especial 3,Cu 324.75,0.65
Especial 4,Cu 324.75,0.88
Especial 5,Cu 324.75,0.366
Especial 6,Cu 324.75,0.135
Columna #1,Cu 324.75,1.18
Columna #2,Cu 324.75,1.221
Columna #3,Cu 324.75,1.177
Columna #4,Cu 324.75,1.141
Columna #5,Cu 324.75,1.165
