Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.911
Comp. Cola Columna,Cu 324.75,0.656
Barren,Cu 324.75,0.78
Cabeza puntual retorno,Cu 324.75,0.824
Celda # 11-A,Cu 324.75,0.068
Celda # 11-B,Cu 324.75,0.092
Celda # 11-C,Cu 324.75,0.065
Celda # 6-F2,Cu 324.75,0.148
Celda #5-9,Cu 324.75,0.067
Celda #(F1+F2),Cu 324.75,0.857
NE Tubo 1,Cu 324.75,1.318
NE Tubo 2,Cu 324.75,0.138
NE Tubo 4,Cu 324.75,0.46
NE Tubo 5,Cu 324.75,0.6
NE Tubo 6,Cu 324.75,1.861
NE Tubo 7,Cu 324.75,2.968
Puntual Noroeste,Cu 324.75,1.01
Barren Patios,Cu 324.75,0.561
Tubo 3,Cu 324.75,0.242
Especial 1,Cu 324.75,0.068
Especial 2,Cu 324.75,0.064
Especial 3,Cu 324.75,0.103
Especial 4,Cu 324.75,0.105
Especial 5,Cu 324.75,0.084
