Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.501
Comp. Cola Columna,Cu 324.75,0.499
Barren,Cu 324.75,0.549
Cabeza puntual retorno,Cu 324.75,0.495
Celda # 11-A,Cu 324.75,1.273
Celda # 11-B,Cu 324.75,0.486
Celda # 11-C,Cu 324.75,0.548
Celda #5-9,Cu 324.75,2.417
Celda #(F1+F2),Cu 324.75,0.373
NE Tubo 1,Cu 324.75,0.148
NE Tubo 2,Cu 324.75,0.288
NE Tubo 4,Cu 324.75,0.208
NE Tubo 5,Cu 324.75,0.254
NE Tubo 6,Cu 324.75,0.211
NE Tubo 7,Cu 324.75,0.963
Puntual Noroeste,Cu 324.75,0.354
Barren Patios,Cu 324.75,0.495
Tubo 3,Cu 324.75,0.323
Celda # 6-F2,Cu 324.75,0.143
Especial 1,Cu 324.75,1.611
Especial 2,Cu 324.75,0.149
Especial 3,Cu 324.75,0.164
Especial 4,Cu 324.75,0.162
Especial 5,Cu 324.75,0.582
