Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.046
Cabeza puntual retorno,Au 242.80,0.046
Celda #(F1+F2),Au 242.80,0.054
Puntual Noroeste,Au 242.80,0.051
Tubo 3,Au 242.80,0.063
Comp. Cola Columna,Au 242.80,0.001
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.025
Celda # 11-B,Au 242.80,0.027
Celda # 11-C,Au 242.80,0.039
Celda #5-9,Au 242.80,0.041
NE Tubo 1,Au 242.80,0.117
NE Tubo 2,Au 242.80,0.04
NE Tubo 4,Au 242.80,0.024
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.038
NE Tubo 7,Au 242.80,0.036
Barren Patios,Au 242.80,0.016
Especial 1,Au 242.80,0.035
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.015
Especial 5,Au 242.80,0.072
Especial 2,Au 242.80,0.057
Columna #1,Au 242.80,0.036
Columna #2,Au 242.80,0.022
Columna #3,Au 242.80,0.013
Columna #4,Au 242.80,0.01
Columna #5,Au 242.80,0.004
