"Analyst",""
"Date Started","9/22/2024 8:22 PM  GMT: 9/23/2024 3:22 AM"
"Worksheet","EXP000064_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"9/22/2024","8:48:16 PM","BLANCO",0.0283,"","mg/L"
"9/22/2024","8:48:26 PM","REAGENT BLANK",0.0000,"","mg/L"
"9/22/2024","8:50:04 PM","PATRON",0.8968,"","mg/L"
"9/22/2024","8:50:32 PM","EXP000064-001",0.0229,"","mg/L"
"9/22/2024","8:50:58 PM","EXP000064-003",0.0153,"","mg/L"
"9/22/2024","9:06:16 PM","EXP000064-002",0.4526,"","mg/L"
"9/22/2024","9:06:30 PM","EXP000064-004",0.5161,"","mg/L"
"9/22/2024","9:06:42 PM","EXP000064-005",0.7176,"","mg/L"
"9/22/2024","9:06:54 PM","EXP000064-006",0.6468,"","mg/L"
"9/22/2024","9:07:14 PM","PATRON",0.9176,"","mg/L"
"9/22/2024","9:07:30 PM","EXP000064-007",1.1251,"","mg/L"
"9/22/2024","9:07:46 PM","EXP000064-008",0.0061,"","mg/L"
"9/22/2024","9:07:58 PM","EXP000064-009",1.2796,"","mg/L"
"9/22/2024","9:08:12 PM","EXP000064-010",1.3367,"","mg/L"
"9/22/2024","9:08:38 PM","EXP000064-012",1.0345,"","mg/L"
"9/22/2024","9:10:20 PM","EXP000064-011","OVER","R","mg/L"
"9/22/2024","9:11:36 PM","PATRON",0.8950,"","mg/L"
"9/22/2024","9:11:50 PM","EXP000064-013",0.2190,"","mg/L"
"9/22/2024","9:12:02 PM","EXP000064-014",0.4523,"","mg/L"
"9/22/2024","9:12:34 PM","PATRON",0.9002,"","mg/L"
"9/22/2024","9:12:54 PM","BLANCO",-0.0332,"","mg/L"

"Method: Au AU ALTO (Flame)"


"9/22/2024","9:22:50 PM","EXP000064-011",1.8298,"","mg/L"
