70,Au 242.80,0.003
71,Au 242.80,0.002
74,Au 242.80,0.006
75,Au 242.80,0.016
76,Au 242.80,0.009
77,Au 242.80,0.003
78,Au 242.80,0.028
79,Au 242.80,0.024
