Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.380
Cabeza puntual retorno,Cu 324.75,0.360
Celda #(F1+F2),Cu 324.75,0.289
Puntual Noroeste,Cu 324.75,0.324
Tubo 3,Cu 324.75,0.160
Comp. Cola Columna,Cu 324.75,0.292
Barren,Cu 324.75,1.288
Celda # 11-A,Cu 324.75,1.704
Celda # 11-B,Cu 324.75,0.185
Celda # 11-C,Cu 324.75,0.465
Celda # 6-F2,Cu 324.75,0.362
Celda #5-9,Cu 324.75,1.377
NE Tubo 1,Cu 324.75,0.120
NE Tubo 2,Cu 324.75,0.155
NE Tubo 4,Cu 324.75,0.495
NE Tubo 5,Cu 324.75,0.343
NE Tubo 6,Cu 324.75,0.763
NE Tubo 7,Cu 324.75,0.203
Barren Patios,Cu 324.75,0.530
Especial 1,Cu 324.75,0.135
Especial 2,Cu 324.75,0.105
Especial 3,Cu 324.75,0.162
Especial 4,Cu 324.75,0.167
Especial 5,Cu 324.75,0.145
