"Analyst","EVE"
"Date Started","4/13/2025 9:09 AM  GMT: 4/13/2025 4:09 PM"
"Worksheet","LC004222-RE_24"
"Comment",""
"Methods","Au"

"Method: Au ACIDO (Flame)"

"4/13/2025","9:22:32 AM","BLANCO",0.0008,"","mg/L",">100"
"4/13/2025","9:22:46 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"4/13/2025","9:23:06 AM","LC004220-001",1.2864,"","mg/L",1.0
"4/13/2025","9:23:22 AM","LC004220-005",0.0865,"","mg/L",0.8
"4/13/2025","9:29:36 AM","PATRON",0.9088,"","mg/L",0.8
"4/13/2025","9:29:50 AM","BLANCO",0.0088,"","mg/L",25.2
"4/13/2025","9:30:04 AM","REAGENT BLANK",0.0000,"","mg/L",42.9
"4/13/2025","9:30:32 AM","PATRON",0.8916,"","mg/L",1.3
"4/13/2025","9:32:08 AM","LC004220-006",0.1348,"","mg/L",1.6
"4/13/2025","9:32:08 AM","Sample 010","","","mg/L",""
