Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.087
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.093
Columna #1,Au 242.80,0.075
Columna #2,Au 242.80,0.052
Columna #3,Au 242.80,0.04
Columna #4,Au 242.80,0.026
Columna #5,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.069
NE Tubo 1,Au 242.80,0.013
NE Tubo 2,Au 242.80,0.147
NE Tubo 4,Au 242.80,0.065
NE Tubo 5,Au 242.80,0.047
NE Tubo 6,Au 242.80,0.02
NE Tubo 7,Au 242.80,0.028
Puntual Noroeste,Au 242.80,0.0887
Barren Patios,Au 242.80,0.0084
Tubo 3,Au 242.80,0.0886
Especial 1,Au 242.80,0.0614
Especial 2,Au 242.80,0.0483
Especial 3,Au 242.80,0.0085
Especial 4,Au 242.80,0.0297
Celda #(F1+F2),Au 242.80,0.0936
Especial 5,Au 242.80,0.0474
