Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.147
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.016
Cabeza puntual retorno,Au 242.80,0.143
Celda # 11-A,Au 242.80,0.025
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.004
Celda # 6-F2,Au 242.80,0.014
Celda #5-9,Au 242.80,0.083
Celda #(F1+F2),Au 242.80,0.155
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.085
NE Tubo 4,Au 242.80,0.094
NE Tubo 5,Au 242.80,0.237
NE Tubo 6,Au 242.80,0.093
NE Tubo 7,Au 242.80,0.253
Puntual Noroeste,Au 242.80,0.156
Barren Patios,Au 242.80,0.017
Tubo 3,Au 242.80,0.153
Especial 1,Au 242.80,0.032
Especial 2,Au 242.80,0.053
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.064
Especial 5,Au 242.80,0.06
Especial 6,Au 242.80,0.003
Pileta Patio,Au 242.80,0.138
