Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.468
Comp. Cola Columna,Cu 324.75,1.342
Barren,Cu 324.75,1.288
Cabeza puntual retorno,Cu 324.75,1.439
Celda # 11-A,Cu 324.75,6.889
Celda # 11-B,Cu 324.75,1.539
Celda # 11-C,Cu 324.75,0.254
Celda # 6-F2,Cu 324.75,0.527
Celda #5-9,Cu 324.75,1.306
Celda #(F1+F2),Cu 324.75,1.189
NE Tubo 1,Cu 324.75,0.02
NE Tubo 2,Cu 324.75,2.017
NE Tubo 4,Cu 324.75,2.294
NE Tubo 5,Cu 324.75,1.571
NE Tubo 6,Cu 324.75,0.653
NE Tubo 7,Cu 324.75,0.709
Puntual Noroeste,Cu 324.75,1.179
Barren Patios,Cu 324.75,1.253
Tubo 3,Cu 324.75,0.204
Especial 1,Cu 324.75,0.231
Especial 2,Cu 324.75,0.012
Especial 3,Cu 324.75,0.192
Especial 4,Cu 324.75,0.433
Especial 5,Cu 324.75,0.02
