Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.696
Comp. Cola Columna,Cu 324.75,1.424
Barren,Cu 324.75,1.555
Cabeza puntual retorno,Cu 324.75,1.552
Celda # 11-A,Cu 324.75,0.817
Celda # 11-B,Cu 324.75,0.243
Celda # 11-C,Cu 324.75,0.003
Celda # 6-F2,Cu 324.75,9.559
Celda #5-9,Cu 324.75,4.064
Celda #(F1+F2),Cu 324.75,1.315
NE Tubo 2,Cu 324.75,0.032
NE Tubo 4,Cu 324.75,0.04
NE Tubo 6,Cu 324.75,0.27
NE Tubo 7,Cu 324.75,3.248
Puntual Noroeste,Cu 324.75,1.186
Barren Patios,Cu 324.75,1.376
Tubo 3,Cu 324.75,2.22
Especial 1,Cu 324.75,2.602
Especial 2,Cu 324.75,0.263
Especial 3,Cu 324.75,0.174
Especial 4,Cu 324.75,0.378
Especial 5,Cu 324.75,0.931
Especial 6,Cu 324.75,0.004
NE Tubo 1,Cu 324.75,0.029
NE Tubo 5,Cu 324.75,0.004
