Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.75
Comp. Cola Columna,Cu 324.75,0.524
Barren,Cu 324.75,0.611
Cabeza puntual retorno,Cu 324.75,0.698
Columna #1,Cu 324.75,0.694
Columna #2,Cu 324.75,0.661
Columna #3,Cu 324.75,0.623
Columna #4,Cu 324.75,0.582
Columna #5,Cu 324.75,0.55
Celda # 11-A,Cu 324.75,0.692
Celda # 11-B,Cu 324.75,0.346
Celda # 11-C,Cu 324.75,1.018
Celda #5-9,Cu 324.75,0.673
Celda #(F1+F2),Cu 324.75,0.684
NE Tubo 1,Cu 324.75,0.04
NE Tubo 2,Cu 324.75,0.044
NE Tubo 4,Cu 324.75,0.498
NE Tubo 5,Cu 324.75,0.055
NE Tubo 6,Cu 324.75,1.307
NE Tubo 7,Cu 324.75,0.316
Puntual Noroeste,Cu 324.75,0.494
Barren Patios,Cu 324.75,0.897
Tubo 3,Cu 324.75,0.446
Especial 1,Cu 324.75,0.498
Especial 2,Cu 324.75,1.75
Especial 3,Cu 324.75,0.097
Especial 4,Cu 324.75,0.091
Especial 5,Cu 324.75,1.546
ESPECIAL 6,Cu 324.75,2.747
