Analyst,,,,,
Date Started,9/19/2024 8:18 AM  GMT: 9/19/2024 3:18 PM,,,,
Worksheet,EXP000045_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
9/19/2024,10:01:44 AM,BLANCO,-0.0479,,mg/L
9/19/2024,10:01:52 AM,REAGENT BLANK,0,,mg/L
9/19/2024,10:04:34 AM,PATRON,0.9186,,mg/L
9/19/2024,10:04:56 AM,EXP000045-001,0.0418,,mg/L
9/19/2024,10:05:02 AM,EXP000045-002,OVER,R,mg/L
9/19/2024,10:05:16 AM,EXP000045-003,0.3536,,mg/L
9/19/2024,10:05:28 AM,EXP000045-004,0.062,,mg/L
9/19/2024,10:05:40 AM,EXP000045-005,0.1466,,mg/L
9/19/2024,10:05:52 AM,EXP000045-006,0.0304,,mg/L
9/19/2024,10:07:48 AM,PATRON,0.9217,,mg/L
9/19/2024,10:08:06 AM,EXP000045-007,0.1304,,mg/L
9/19/2024,10:08:18 AM,EXP000045-008,0.1423,,mg/L
9/19/2024,10:08:28 AM,EXP000045-009,0.076,,mg/L
9/19/2024,10:08:40 AM,EXP000045-010,0.442,,mg/L
9/19/2024,10:08:54 AM,EXP000045-011,1.0024,,mg/L
9/19/2024,10:09:08 AM,EXP000045-012,0.0144,,mg/L
9/19/2024,10:09:24 AM,PATRON,0.8985,,mg/L
9/19/2024,10:09:50 AM,EXP000045-014,0.0834,,mg/L
9/19/2024,10:10:00 AM,EXP000045-015,0.0667,,mg/L
9/19/2024,10:10:12 AM,EXP000045-016,0.0358,,mg/L
9/19/2024,10:10:26 AM,EXP000045-017,0.0439,,mg/L
9/19/2024,10:12:10 AM,PATRON,0.8964,,mg/L
9/19/2024,10:13:06 AM,EXP000045-019,0.0798,,mg/L
9/19/2024,10:13:18 AM,EXP000045-020,0.1354,,mg/L
9/19/2024,10:13:30 AM,EXP000045-021,0.2927,,mg/L
9/19/2024,10:13:42 AM,EXP000045-022,0.0942,,mg/L
9/19/2024,10:13:52 AM,EXP000045-023,-0.0086,,mg/L
9/19/2024,10:14:32 AM,EXP000045-018,0.1041,,mg/L
9/19/2024,10:15:16 AM,EXP000045-024,0.124,,mg/L
9/19/2024,2:29:40 PM,EXP000045-013,0.0163,,mg/L
9/19/2024,2:31:52 PM,PATRON,0.8921,,mg/L
9/19/2024,2:32:08 PM,BLANCO,0.0166,,mg/L
9/19/2024,2:32:18 PM,REAGENT BLANK,0,,mg/L
,,,,,
Method: Au AU ALTO (Flame),,,,,
,,,,,
,,,,,
9/19/2024,10:37:40 AM,EXP000045-002,1.549,,mg/L
,,,,,
