Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.922
Comp. Cola Columna,Cu 324.75,0.674
Barren,Cu 324.75,0.716
Cabeza puntual retorno,Cu 324.75,0.888
Celda # 11-A,Cu 324.75,0.57
Celda # 11-B,Cu 324.75,0.102
Celda # 11-C,Cu 324.75,0.058
Celda #5-9,Cu 324.75,0.037
Celda #(F1+F2),Cu 324.75,0.912
NE Tubo 1,Cu 324.75,0.031
NE Tubo 2,Cu 324.75,0.272
NE Tubo 4,Cu 324.75,0.119
NE Tubo 5,Cu 324.75,0.117
NE Tubo 6,Cu 324.75,0.139
NE Tubo 7,Cu 324.75,1.667
Puntual Noroeste,Cu 324.75,0.995
Barren Patios,Cu 324.75,0.759
Tubo 3,Cu 324.75,2.016
Especial 1,Cu 324.75,0.103
Especial 2,Cu 324.75,0.036
Especial 3,Cu 324.75,0.474
Especial 4,Cu 324.75,1.281
Especial 5,Cu 324.75,0.065
Columna #1,Cu 324.75,0.863
Columna #2,Cu 324.75,0.81
Columna #3,Cu 324.75,0.765
Columna #4,Cu 324.75,0.713
Columna #5,Cu 324.75,0.682
